Time,Temperature (°C),Humidity (%),Air Quality,Health Score,AQI Status
18:44:08,28.7,60,132,83,Clean
18:44:15,28.7,60,131,83,Clean
18:44:21,28.7,60,132,83,Clean
18:44:27,28.7,60,133,83,Clean
18:44:34,28.7,60,131,83,Clean
18:44:40,28.7,60,133,83,Clean
18:44:46,28.7,60,128,83,Clean
18:44:53,28.7,60,136,83,Clean
18:44:59,28.7,60,134,83,Clean
18:45:06,28.7,60,138,83,Clean
18:45:12,28.7,60,136,83,Clean
18:45:20,28.7,60.1,144,83,Clean
18:45:26,28.7,60.1,140,83,Clean
18:45:33,28.7,60.1,141,83,Clean
18:45:39,28.7,60.1,139,83,Clean
18:45:46,28.7,60.1,138,83,Clean
18:45:52,28.7,60.1,135,83,Clean
18:46:00,28.7,60.1,139,83,Clean
18:46:06,28.7,60.2,139,83,Clean
18:46:13,28.7,60.2,143,83,Clean
18:46:19,28.6,60.2,153,83,Clean
18:46:25,28.6,60.2,144,83,Clean
18:46:32,28.6,60.2,138,83,Clean
18:46:38,28.6,60.2,143,83,Clean
18:46:45,28.6,60.3,144,83,Clean
18:46:51,28.6,60.3,137,83,Clean
18:46:58,28.6,60.3,142,83,Clean
18:47:04,28.6,60.3,139,83,Clean
18:47:11,28.6,60.3,141,83,Clean
18:47:17,28.6,60.3,145,83,Clean
18:47:23,28.6,60.3,144,83,Clean
18:47:30,28.6,60.4,142,83,Clean
18:47:36,28.6,60.4,138,83,Clean
18:47:43,28.6,60.4,137,83,Clean
18:47:49,28.6,60.4,140,83,Clean
18:47:56,28.6,60.4,142,83,Clean
18:48:03,28.6,60.4,145,83,Clean
18:48:09,28.6,60.4,136,83,Clean
18:48:16,28.6,60.4,141,83,Clean
18:48:23,28.6,60.4,145,83,Clean
18:48:30,28.6,60.4,139,83,Clean
18:48:36,28.6,60.4,142,83,Clean
18:48:43,28.6,60.4,148,83,Clean
18:48:49,28.6,60.5,141,83,Clean
18:48:55,28.6,60.5,148,83,Clean
18:49:02,28.6,60.5,144,83,Clean
18:49:08,28.6,60.5,138,83,Clean
18:49:15,28.6,60.5,152,83,Clean
18:49:21,28.6,60.5,138,83,Clean
18:49:28,28.6,60.5,152,83,Clean
18:49:34,28.6,60.5,145,83,Clean
18:49:40,28.6,60.5,146,83,Clean
18:49:47,28.6,60.5,147,83,Clean
18:49:53,28.6,60.6,138,83,Clean
18:50:00,28.6,60.6,139,83,Clean
18:50:06,28.6,60.6,145,83,Clean
18:50:12,28.6,60.5,150,83,Clean
18:50:19,28.6,60.6,140,83,Clean
18:50:25,28.6,60.6,146,83,Clean
